request_started_at,first_raw_event_ms,first_nonempty_text_ms,first_20_text_chars_ms,total_ms,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,retries,error,raw_events,response_chars,response_text,tool_calls,request_id,response_model,requested_service_tier,response_service_tier,azure_region,arm,provider,requested_model,azure_deployment,block_number,block_sequence,sequence_number,workload,workload_hash,request_shape_sha256,message_count,tool_count
2026-08-28T12:47:15.059848+00:00,1072.062013001414,1418.1865729988203,1419.969646998652,1425.245967999217,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqHDVynAt07MWsihpTqVXimahX9z,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,10,30,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:16.485250+00:00,4121.427246001986,4121.6377839991765,4136.618747001194,4568.2135070019285,10031,10028,3,35,0,null,35,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHHcVnDqVdwPEDlRKXwysOnu3LT,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,1,21,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:21.053631+00:00,4026.8688310025027,4027.4887119994673,4030.090394000581,4457.243750999623,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHMBkLYLFeHUR6CgcMzf1VLkxlv,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,2,22,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:25.511074+00:00,4077.1353439995437,4077.9130939990864,4084.2935369983024,4253.862630997901,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHQ3l3mpM5t1O5cvS4zQTzuO2X0,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,3,23,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:29.765082+00:00,4525.112072999036,4526.843456998904,4567.871625997213,4940.0530209968565,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHV8pLnnrEzV2bRfjfBWcAPLL3v,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,4,24,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:34.705329+00:00,4097.69633399992,4098.132204002468,4100.858171001164,4264.041400001588,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHaNYNhNjT3OpTdEUNurC1RKLkr,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,5,25,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:38.969612+00:00,4208.647440998902,4212.137550999614,4254.133895999985,4696.407643001294,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHeZDacgLPyyOAGin0i61AH9b2T,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,6,26,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:43.666234+00:00,4148.737644001812,4150.0437000031525,4153.364578000037,4451.694883002347,10031,10028,3,39,0,null,39,111,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHjktn0fUAsK4trXEShgFbPmqPS,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,7,27,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:48.118115+00:00,3904.0760499992757,3905.065202001424,3938.8338070020836,4328.9149180018285,10031,10028,3,36,0,null,36,103,"Potrebujem typ izby, termín ubytovania a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHnGgHjqY3Ovzx6E4IoBfM4IXen,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,8,28,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:52.447303+00:00,4175.999172999582,4177.442575997702,4181.903082997451,4457.934832997125,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHrPmiqnqFtqTEmyb9KQh3D046d,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,9,29,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:56.905429+00:00,4139.332418999402,4140.631268001016,4144.417071001953,4479.807890002121,10031,10028,3,36,0,null,36,103,"Potrebujem typ izby, termín ubytovania a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHwY8zUtHY5aytHLIXQSoL79nWY,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,3,10,30,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:01.385541+00:00,1468.148732001282,1992.69877000188,1995.6611090019578,2005.9810419988935,10031,10028,3,29,0,null,29,71,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqHxD313UfiT9zvu28ruW4hgnZml,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,1,21,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:03.391739+00:00,2137.5933660019655,2416.545268999471,2423.6328850020072,2435.020404001989,10031,10028,3,38,0,null,38,101,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqI0tH7TRNnBzspe4142QKEqkDh5,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,2,22,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:05.826895+00:00,1182.485697001539,1545.365944999503,1547.8776330019173,1557.9453360005573,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqI299xiiLUPoK4CCeFee5KR1FKJ,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,3,23,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:07.385013+00:00,1422.5803820008878,1761.8890179983282,1763.0584819999058,1768.6725220009976,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqI3DkpzaxyNf3mimrH8USU7PEFB,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,4,24,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:09.153790+00:00,1700.475350000488,1869.2831750013283,1873.3888730021135,1893.9422229996126,10031,10028,3,42,0,null,42,113,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a číslo, z ktorého voláte.",[],chatcmpl-EHqI5LR3pAbjfFUXC6bZm1P9LMHL7,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,5,25,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:11.047976+00:00,1398.2552449997456,1853.2831490010722,1855.044756001007,1867.1073639998212,10031,10028,3,40,0,null,40,109,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu a odchodu, počet izieb a vaše meno a priezvisko.",[],chatcmpl-EHqI7di2A1PghhAbxWWwp5ufQTTFl,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,6,26,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:12.915264+00:00,1625.5083910000394,1630.1863129992853,1632.3436479979136,1641.283848999592,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqI9QrWmyVMX5M1YHrEJMwslQKuV,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,7,27,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:14.556713+00:00,1929.4756569979654,2544.7594649995153,2546.749352997722,2572.605419998581,10031,10028,3,48,0,null,48,133,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Telefónne číslo si môžem zapísať z toho, z ktorého voláte.",[],chatcmpl-EHqIBT2lUBmEznE0TyoL5xSYrUwsi,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,8,28,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:17.129473+00:00,1608.9351319969865,1723.209058996872,1726.3164369978767,1740.292208000028,10031,10028,3,31,0,null,31,85,"Dobrý deň, na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqID6buwmx5eXPmC4Z5KrOEGPvMl,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,9,29,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:18.869995+00:00,1509.2146249990037,1556.7222709978523,1559.7411319977255,1573.2325399985712,10031,10028,3,33,0,null,33,90,"Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqIFnxv1rSYW5MkqBzOKv7v4u04V,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,3,10,30,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:20.443395+00:00,3802.690653999889,3803.0902210011845,3803.7830850007595,4145.232391001628,10031,10028,3,40,0,null,40,121,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqIJ7TSWrlVjoy6J9AdNqbnykJmh,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,1,21,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:24.588946+00:00,3880.8875139984593,3882.016540999757,3883.970244998636,4000.947520999034,10031,10028,3,40,0,null,40,121,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqINiQcKryMFSUK3wecluN9qBSkd,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,2,22,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:28.590115+00:00,3836.43584499805,3842.322314998455,3931.727327999397,4079.8808979998284,10031,10028,3,30,0,null,30,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqIS2ZAQKs3reZgFmlOUmpvKMuft,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,3,23,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:32.670208+00:00,3888.054920000286,3888.6957190006797,3890.1575919990137,3947.8221940007643,10031,10028,3,33,0,null,33,94,"Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a telefónne číslo.",[],chatcmpl-EHqIWD83iGqz0VaTuHxXgTntTWDKX,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,4,24,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:36.618251+00:00,3748.540648000926,3749.2703170028108,3752.5501150012133,4017.299154002103,10031,10028,3,40,0,null,40,125,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno alebo priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqIasLb4K5kLIo7cN5rFlr98Qzvx,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,5,25,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:40.635750+00:00,4212.079425000411,4212.354866001988,4241.5129040018655,4462.209138000617,10031,10028,3,39,0,null,39,109,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu a odchodu, počet izieb a vaše meno a priezvisko.",[],chatcmpl-EHqIehlvWjwPmiVP24VsQqWoTdsFR,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,6,26,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:45.098283+00:00,4006.2273790026666,4015.319026002544,4017.0483640031307,4341.121891000512,10031,10028,3,38,0,null,38,116,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu vybavím priamo tu cez telefón.",[],chatcmpl-EHqIix0vFxHstlCW7joQOP9ty0b5v,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,7,27,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:49.439645+00:00,3916.4329459999863,3916.8367409984057,3918.7915729999077,4022.8141599982337,10031,10028,3,30,0,null,30,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqImLzsS0vjNmJGmpyLaT3ZCyFax,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,8,28,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:53.462602+00:00,3883.0646950009395,3883.87861999945,3885.4791770027077,3974.995865002711,10031,10028,3,38,0,null,38,116,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu vybavím priamo tu cez telefón.",[],chatcmpl-EHqIqm6w5EShMSl29A6QhEgYteYB6,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,9,29,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:48:57.437794+00:00,3913.080649999756,3944.804254999326,3966.2846909996006,4172.281324001233,10031,10028,3,30,0,null,30,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqIvla37gu8A4O0GTefN39ypzzBV,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,3,10,30,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:01.610389+00:00,1106.6126540026744,1678.0836090001685,1679.859537001903,1689.2246540010092,10031,10028,3,34,0,null,34,95,"Potrebujem typ izby, termín pobytu, počet izieb a vaše meno. Dostupnosť vám najprv rada overím.",[],chatcmpl-EHqIw06vSmPImpCFPMROWsaJ8xJXA,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,1,31,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:03.299752+00:00,1433.4904809984437,1826.2408589980623,1827.043199999025,1832.4190780003846,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqIxNmsoVlJkeyyWGIGwc88oJFnr,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,2,32,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:05.132280+00:00,1326.7561989996466,1514.6560359971772,1518.8078799983487,1533.9933629984444,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqIzKWzHcSruwfnsubyNDPVxtMXa,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,3,33,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:06.666523+00:00,1327.5368020003953,1413.9262099997723,1417.5427289992513,1427.3728930020297,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJ1cikPNeUmTQ1wUWCjf5bqY5p1,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,4,34,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:08.094041+00:00,1640.8545390004292,2049.894070998562,2052.6982949995727,2061.943747001351,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqJ21R6n4SlgNmeb6ra2wYPg0UNe,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,5,35,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:10.156299+00:00,1290.762385000562,1549.8850299991318,1550.8443549988442,1571.7216119992372,10031,10028,3,50,0,null,50,149,"Na rezerváciu potrebujem typ izby, termín pobytu, počet izieb a vaše meno. Po overení dostupnosti môžem zapísať aj telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqJ4wrz1igKImJGGCaLzfLJtH3hs,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,6,36,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:11.728259+00:00,1693.4187359984207,1749.5715439981723,1751.9256889972894,1765.283331998944,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJ68uo3KDQaYQ9QfYqOKD31IPjs,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,7,37,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:13.493721+00:00,1873.0910850026703,1873.883072999888,1874.8608410023735,1877.6134260006074,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqJ7mKkrQedPVQHIzrd2eRUSgdO5,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,8,38,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:15.371432+00:00,1122.7122839991353,1215.9066749991325,1219.8763720007264,1229.0427160005493,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqJ9x6cVxuPPg1JwXXy3ZXcAEZTU,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,9,39,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:16.600694+00:00,1595.735696999327,1673.694017001253,1676.0697249992518,1689.9080610019155,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJBjCZHf9Cu7uk2CLIr0LFg5wb1,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,4,10,40,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:18.290800+00:00,4148.5616479985765,4149.424205999821,4150.8974809985375,4375.719435000065,10031,10028,3,36,0,null,36,112,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJFiTIqsRzzs3JxRkyZtw1EEZM7,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,1,31,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:22.666666+00:00,4033.804593000241,4039.0605619977578,4045.8624479979335,4490.550942999107,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJKGb6aLsQnV7G71sZH19EmMASh,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,2,32,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:27.157365+00:00,3960.97468300286,3962.408734001656,4010.134480002307,4469.054469002003,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJOsQBbgcGllsIe1Wb3ln0T05Gc,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,3,33,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:49:31.626643+00:00,3996.030507998512,3999.1491660002794,4009.534786997392,4355.45333600021,10031,10028,3,35,0,null,35,99,"Potrebujem typ izby, termín pobytu a meno hosťa. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqJTPwtJgTu6bczZPs8ScmY8n8ja,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,4,4,34,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
